"president","date","approve","disapprove"
"Trump",2017-12-11,33,59
"Trump",2017-12-11,41,57
"Trump",2017-12-11,36.9,60.5
"Trump",2017-12-12,38,59.7
"Trump",2017-12-12,41,57
"Trump",2017-12-11,41,56
"Trump",2017-12-13,38.5,59.3
"Trump",2017-12-13,40,57
"Trump",2017-12-14,37.5,60.1
"Trump",2017-12-15,42,55
"Trump",2017-12-15,37.5,60.2
"Trump",2017-12-16,41,55
"Trump",2017-12-16,36,59
"Trump",2017-12-16,45,53
"Trump",2017-12-16,37.8,60.1
"Trump",2017-12-15,37,59
"Trump",2017-12-16,43,55
"Trump",2017-12-17,41,58
"Trump",2017-12-17,37,60.6
"Trump",2017-12-18,37.6,60
"Trump",2017-12-18,44,54
"Trump",2017-12-18,41,55
"Trump",2017-12-19,38.6,58.8
"Trump",2017-12-19,43,55
"Trump",2017-12-20,44,54
"Trump",2017-12-20,38.6,58.9
"Trump",2017-12-20,43,51
"Trump",2017-12-21,39.7,57.4
"Trump",2017-12-22,40.5,57
"Trump",2017-12-23,38.8,58.8
"Trump",2017-12-24,44,55
"Trump",2017-12-24,38.1,58.5
"Trump",2017-12-25,38.1,58.3
"Trump",2017-12-25,43,53
"Trump",2017-12-25,45,53
"Trump",2017-12-26,46,53
"Trump",2017-12-26,39,57.8
"Trump",2017-12-27,40.2,56.6
"Trump",2017-12-27,45,53
"Trump",2017-12-28,41.7,54.8
"Trump",2017-12-29,42.8,54.5
"Trump",2017-12-31,46,53
"Trump",2017-12-31,42.9,54.8
"Trump",2018-01-01,44,54
"Trump",2018-01-01,43.5,53.5
"Trump",2018-01-01,43,54
"Trump",2018-01-02,42.8,54.4
"Trump",2018-01-02,45,53
"Trump",2018-01-03,43.1,54
"Trump",2018-01-03,44,54
"Trump",2018-01-04,42.5,54.3
"Trump",2018-01-05,43,54.2
"Trump",2018-01-05,42,56
"Trump",2018-01-04,44,51
"Trump",2018-01-06,41.8,55.5
"Trump",2018-01-06,43,56
"Trump",2018-01-07,42.5,54.9
"Trump",2018-01-07,36,59
"Trump",2018-01-08,46,53
"Trump",2018-01-08,44,55
"Trump",2018-01-08,42.3,55
"Trump",2018-01-09,41,51
"Trump",2018-01-09,41.4,55.7
"Trump",2018-01-08,43,52
"Trump",2018-01-09,45,53
"Trump",2018-01-08,42,54
"Trump",2018-01-10,46,53
"Trump",2018-01-09,42,53
"Trump",2018-01-10,38.6,51.6
"Trump",2018-01-10,43.8,53
"Trump",2018-01-10,44,55
"Trump",2018-01-11,44,52.6
"Trump",2018-01-12,46,52
"Trump",2018-01-12,43.3,53.1
"Trump",2018-01-13,43.1,53.3
"Trump",2018-01-13,45,54
"Trump",2018-01-14,38,57
"Trump",2018-01-14,45.5,50.9
"Trump",2018-01-14,41,53
"Trump",2018-01-14,42.1,54.1
"Trump",2018-01-13,45,50
"Trump",2018-01-15,42,54
"Trump",2018-01-15,42,58
"Trump",2018-01-15,45,54
"Trump",2018-01-15,39.7,56.7
"Trump",2018-01-16,43,53
"Trump",2018-01-16,45,54
"Trump",2018-01-16,39,58.4
"Trump",2018-01-17,45,54
"Trump",2018-01-17,38.4,58.9
"Trump",2018-01-17,38,58
"Trump",2018-01-18,38.5,58.7
"Trump",2018-01-18,44,56
"Trump",2018-01-18,45,51
"Trump",2018-01-19,42,56
"Trump",2018-01-19,44,52
"Trump",2018-01-19,39.5,57.8
"Trump",2018-01-20,39.7,57.5
"Trump",2018-01-20,43,57
"Trump",2018-01-21,41,58
"Trump",2018-01-21,36,58
"Trump",2018-01-20,40,56
"Trump",2018-01-21,39.7,57.4
"Trump",2018-01-20,42,53
"Trump",2018-01-22,43,54
"Trump",2018-01-22,45,53
"Trump",2018-01-22,39.3,58
"Trump",2018-01-22,44,55
"Trump",2018-01-23,39.5,58.4
"Trump",2018-01-23,45,54
"Trump",2018-01-24,44,55
"Trump",2018-01-24,39.6,58.4
"Trump",2018-01-25,40.4,57.5
"Trump",2018-01-25,44,51
"Trump",2018-01-26,40.2,57.2
"Trump",2018-01-26,43,56
"Trump",2018-01-27,43,56
"Trump",2018-01-27,42.1,55
"Trump",2018-01-28,42.8,53.7
"Trump",2018-01-28,46,54
"Trump",2018-01-29,44,53
"Trump",2018-01-29,44,48
"Trump",2018-01-29,44,54
"Trump",2018-01-29,41.7,54.8
"Trump",2018-01-30,45,53
"Trump",2018-01-30,42.3,53.8
"Trump",2018-01-31,42.7,53.4
"Trump",2018-01-31,47,49
"Trump",2018-01-31,49,49
"Trump",2018-02-01,41.1,54.8
"Trump",2018-02-02,49,49
"Trump",2018-02-02,42.3,54.3
"Trump",2018-02-01,46,54
"Trump",2018-02-03,49,50
"Trump",2018-02-03,46,50
"Trump",2018-02-03,43.5,53.1
"Trump",2018-02-04,43.6,53.2
"Trump",2018-02-04,40,55
"Trump",2018-02-04,45,54
"Trump",2018-02-05,45,53
"Trump",2018-02-05,48,51
"Trump",2018-02-04,44,53
"Trump",2018-02-05,43.8,53.1
"Trump",2018-02-06,48,50
"Trump",2018-02-06,45.7,51.7
"Trump",2018-02-06,39,56
"Trump",2018-02-07,44.8,52.3
"Trump",2018-02-07,46,52
"Trump",2018-02-07,49,50
"Trump",2018-02-08,43.5,53.2
"Trump",2018-02-09,42.5,53.6
"Trump",2018-02-09,48,50
"Trump",2018-02-10,48,50
"Trump",2018-02-10,40.3,55.1
"Trump",2018-02-10,47,47
"Trump",2018-02-10,44,50
"Trump",2018-02-11,44,55
"Trump",2018-02-11,40.4,55.3
"Trump",2018-02-12,43,53
"Trump",2018-02-12,42.2,53.5
"Trump",2018-02-12,45,50
"Trump",2018-02-12,47,52
"Trump",2018-02-13,42.7,53.5
"Trump",2018-02-13,48,51
"Trump",2018-02-14,43.3,53.3
"Trump",2018-02-14,47,52
"Trump",2018-02-15,43.7,53.2
"Trump",2018-02-16,41.9,54.7
"Trump",2018-02-16,47,52
"Trump",2018-02-17,43.3,53.8
"Trump",2018-02-17,45,51
"Trump",2018-02-17,46,53
"Trump",2018-02-18,44,53.7
"Trump",2018-02-18,45,55
"Trump",2018-02-18,37,58
"Trump",2018-02-18,44,53
"Trump",2018-02-18,44,55
"Trump",2018-02-19,48,51
"Trump",2018-02-19,44,51
"Trump",2018-02-19,43.8,53.5
"Trump",2018-02-20,44.1,53.4
"Trump",2018-02-20,43,54
"Trump",2018-02-19,43,52
"Trump",2018-02-20,48,51
"Trump",2018-02-20,41,53
"Trump",2018-02-21,44.9,52.7
"Trump",2018-02-21,50,49
"Trump",2018-02-22,37.5,59.6
"Trump",2018-02-22,39,56
"Trump",2018-02-22,44,55
"Trump",2018-02-22,44.7,52.7
"Trump",2018-02-23,49,49
"Trump",2018-02-23,43.8,53.6
"Trump",2018-02-24,50,48
"Trump",2018-02-24,43.1,54.6
"Trump",2018-02-24,46,50
"Trump",2018-02-25,44,55
"Trump",2018-02-25,42.7,55.3
"Trump",2018-02-26,40.5,56.9
"Trump",2018-02-26,49,50
"Trump",2018-02-26,44,53
"Trump",2018-02-27,49,50
"Trump",2018-02-27,39.5,57.7
"Trump",2018-02-28,49,50
"Trump",2018-02-27,48,49.5
"Trump",2018-02-28,41.1,55.7
"Trump",2018-03-01,41.7,53.9
"Trump",2018-03-02,42.6,53
"Trump",2018-03-02,48,52
"Trump",2018-03-03,41.7,54.1
"Trump",2018-03-03,43,53
"Trump",2018-03-03,48,52
"Trump",2018-03-04,40,54
"Trump",2018-03-04,43,56
"Trump",2018-03-04,38,56
"Trump",2018-03-04,42.3,53.3
"Trump",2018-03-05,42.1,53.9
"Trump",2018-03-05,41,54
"Trump",2018-03-05,46,53
"Trump",2018-03-06,42,55
"Trump",2018-03-05,44,49
"Trump",2018-03-06,45,54
"Trump",2018-03-06,42.5,53.7
"Trump",2018-03-07,44,54
"Trump",2018-03-07,41.8,54.4
"Trump",2018-03-08,42.2,54.1
"Trump",2018-03-09,45,53
"Trump",2018-03-09,40.8,56.4
"Trump",2018-03-10,48,51
"Trump",2018-03-10,43.1,54.6
"Trump",2018-03-10,44,52
"Trump",2018-03-10,43,49
"Trump",2018-03-11,46,53
"Trump",2018-03-11,41,56.4
"Trump",2018-03-12,42,54
"Trump",2018-03-12,47,52
"Trump",2018-03-12,40.6,56.9
"Trump",2018-03-13,39,58.3
"Trump",2018-03-13,46,53
"Trump",2018-03-14,40.6,56.7
"Trump",2018-03-14,47,52
"Trump",2018-03-15,40.6,55.8
"Trump",2018-03-14,42,58
"Trump",2018-03-16,47,52
"Trump",2018-03-16,41.4,55.4
"Trump",2018-03-17,43,51
"Trump",2018-03-16,46,53
"Trump",2018-03-17,42.4,54
"Trump",2018-03-17,47,52
"Trump",2018-03-18,40,53
"Trump",2018-03-18,44.3,52.3
"Trump",2018-03-18,45,54
"Trump",2018-03-19,46,52
"Trump",2018-03-19,43.2,53.8
"Trump",2018-03-19,41,54
"Trump",2018-03-20,42,51
"Trump",2018-03-20,41.2,56.2
"Trump",2018-03-20,47,52
"Trump",2018-03-20,45,52
"Trump",2018-03-21,41,56.4
"Trump",2018-03-21,46,52
"Trump",2018-03-22,40.8,56.5
"Trump",2018-03-23,46,52
"Trump",2018-03-23,40.3,57
"Trump",2018-03-24,39,54
"Trump",2018-03-24,39.8,57.2
"Trump",2018-03-24,46,53
"Trump",2018-03-24,43,54
"Trump",2018-03-25,41.2,55.3
"Trump",2018-03-25,45,54
"Trump",2018-03-26,40.8,56.2
"Trump",2018-03-26,45,53
"Trump",2018-03-26,41,54
"Trump",2018-03-26,42,53
"Trump",2018-03-27,45,53
"Trump",2018-03-27,41.7,55.7
"Trump",2018-03-28,41.2,56.4
"Trump",2018-03-28,44,56
"Trump",2018-03-28,47,52
"Trump",2018-03-29,44,53
"Trump",2018-03-29,40.5,57.4
"Trump",2018-03-30,39.8,57.7
"Trump",2018-03-30,50,49
"Trump",2018-03-31,42,54
"Trump",2018-03-31,40.8,56.3
"Trump",2018-03-31,49,50
"Trump",2018-04-01,45,54
"Trump",2018-04-01,40.6,55.9
"Trump",2018-04-02,39,57.3
"Trump",2018-04-02,41,55
"Trump",2018-04-02,51,48
"Trump",2018-04-03,47,51
"Trump",2018-04-03,39.3,57.1
"Trump",2018-04-04,40.2,56.8
"Trump",2018-04-04,47,52
"Trump",2018-04-04,38,59
"Trump",2018-04-05,39.2,58
"Trump",2018-04-06,43,52
"Trump",2018-04-06,38.1,59.3
"Trump",2018-04-06,48,52
"Trump",2018-04-07,40,57.6
"Trump",2018-04-07,48,51
"Trump",2018-04-08,45,54
"Trump",2018-04-08,41,52
"Trump",2018-04-08,39.4,58.3
"Trump",2018-04-09,49,50
"Trump",2018-04-09,41.2,56.9
"Trump",2018-04-09,42,53
"Trump",2018-04-10,50,49
"Trump",2018-04-10,40.8,57.2
"Trump",2018-04-09,40,54
"Trump",2018-04-10,44,54
"Trump",2018-04-11,41.5,56.9
"Trump",2018-04-11,50,49
"Trump",2018-04-11,46,53
"Trump",2018-04-12,41.7,56.7
"Trump",2018-04-12,39,54
"Trump",2018-04-13,51,48
"Trump",2018-04-13,42.1,56.1
"Trump",2018-04-14,49,50
"Trump",2018-04-14,40.9,57
"Trump",2018-04-15,41,55
"Trump",2018-04-15,41.1,56.5
"Trump",2018-04-15,46,53
"Trump",2018-04-14,42,55
"Trump",2018-04-16,40.1,57.1
"Trump",2018-04-16,42,55
"Trump",2018-04-16,50,49
"Trump",2018-04-17,41.4,55.9
"Trump",2018-04-17,48,51
"Trump",2018-04-18,41,55.3
"Trump",2018-04-18,47,53
"Trump",2018-04-18,49,50
"Trump",2018-04-18,41,53
"Trump",2018-04-19,41.6,53.9
"Trump",2018-04-20,48,50
"Trump",2018-04-20,40.8,55.1
"Trump",2018-04-19,46,52
"Trump",2018-04-21,48,50
"Trump",2018-04-21,42,55
"Trump",2018-04-21,41.9,54.2
"Trump",2018-04-22,39,54
"Trump",2018-04-22,40.5,55
"Trump",2018-04-22,47,52
"Trump",2018-04-23,44,53
"Trump",2018-04-23,44,56
"Trump",2018-04-23,43,53
"Trump",2018-04-23,41.6,55.1
"Trump",2018-04-23,48,50
"Trump",2018-04-24,41.1,55.7
"Trump",2018-04-24,47,52
"Trump",2018-04-25,47,52
"Trump",2018-04-25,42.5,54.3
"Trump",2018-04-26,44,53
"Trump",2018-04-27,44.8,52.6
"Trump",2018-04-27,47,52
"Trump",2018-04-28,45.1,52.5
"Trump",2018-04-28,45,48
"Trump",2018-04-28,41,53
"Trump",2018-04-28,48,50
"Trump",2018-04-28,42,53
"Trump",2018-04-29,47,52
"Trump",2018-04-29,49.3,48.9
"Trump",2018-04-30,49.3,48.6
"Trump",2018-04-30,49,49
"Trump",2018-04-30,44,53
"Trump",2018-05-01,49.2,48.6
"Trump",2018-05-01,50,49
"Trump",2018-05-02,51,49
"Trump",2018-05-02,48,49.5
"Trump",2018-05-03,47,50.3
"Trump",2018-05-03,48,52
"Trump",2018-05-04,42,53
"Trump",2018-05-04,44.8,53
"Trump",2018-05-04,44,51
"Trump",2018-05-04,49,49
"Trump",2018-05-05,45,53.1
"Trump",2018-05-05,47,51
"Trump",2018-05-06,38.5,55.5
"Trump",2018-05-06,44.9,53.3
"Trump",2018-05-06,45,54
"Trump",2018-05-07,45.1,53
"Trump",2018-05-07,44,52
"Trump",2018-05-07,47,51
"Trump",2018-05-08,48,50
"Trump",2018-05-08,45.6,51.8
"Trump",2018-05-09,49,49
"Trump",2018-05-09,46.4,51
"Trump",2018-05-10,46.6,51.1
"Trump",2018-05-11,47,52
"Trump",2018-05-11,46.4,51.2
"Trump",2018-05-11,46,51
"Trump",2018-05-12,47,52
"Trump",2018-05-12,46.9,51.2
"Trump",2018-05-12,43,52
"Trump",2018-05-13,46,53
"Trump",2018-05-13,45.7,53.4
"Trump",2018-05-14,44,52
"Trump",2018-05-14,44.3,54.1
"Trump",2018-05-13,41,55
"Trump",2018-05-14,48,50
"Trump",2018-05-15,44.1,53.8
"Trump",2018-05-15,49,50
"Trump",2018-05-16,45.9,52.3
"Trump",2018-05-16,50,49
"Trump",2018-05-17,45.4,52.5
"Trump",2018-05-18,47,51
"Trump",2018-05-18,44.7,53.1
"Trump",2018-05-18,44,52
"Trump",2018-05-18,49,49
"Trump",2018-05-19,50,49
"Trump",2018-05-19,45.7,52.6
"Trump",2018-05-20,43,53
"Trump",2018-05-20,47.3,51.2
"Trump",2018-05-20,46,52
"Trump",2018-05-21,48,51
"Trump",2018-05-21,41,54
"Trump",2018-05-21,46.9,51.5
"Trump",2018-05-22,45.6,53.2
"Trump",2018-05-21,45,55
"Trump",2018-05-22,44,53
"Trump",2018-05-22,49,50
"Trump",2018-05-23,45,52.5
"Trump",2018-05-23,49,50
"Trump",2018-05-24,43.6,54
"Trump",2018-05-25,49,50
"Trump",2018-05-25,47,53
"Trump",2018-05-25,41.7,55.3
"Trump",2018-05-26,44,50
"Trump",2018-05-26,43,52
"Trump",2018-05-26,40.1,56.8
"Trump",2018-05-26,48,51
"Trump",2018-05-27,41.3,55.6
"Trump",2018-05-27,47,52
"Trump",2018-05-28,41.8,55.5
"Trump",2018-05-28,47,52
"Trump",2018-05-28,45,51
"Trump",2018-05-29,47,52
"Trump",2018-05-29,43,54.2
"Trump",2018-05-30,43,54.6
"Trump",2018-05-30,48,50
"Trump",2018-05-31,43.4,54.1
"Trump",2018-06-01,48,50
"Trump",2018-06-01,42,54.9
"Trump",2018-06-02,48,50
"Trump",2018-06-02,43,52
"Trump",2018-06-02,40.9,55.7
"Trump",2018-06-03,46,53
"Trump",2018-06-03,44,53
"Trump",2018-06-03,40,56.6
"Trump",2018-06-03,45,55
"Trump",2018-06-02,40,51
"Trump",2018-06-04,49,49
"Trump",2018-06-04,40.9,56.1
"Trump",2018-06-04,42,54
"Trump",2018-06-05,49,49
"Trump",2018-06-05,44,52
"Trump",2018-06-05,45,51
"Trump",2018-06-05,40.5,56.5
"Trump",2018-06-06,47,51
"Trump",2018-06-06,41.3,56.4
"Trump",2018-06-07,41.3,56.2
"Trump",2018-06-08,41.3,55.5
"Trump",2018-06-08,47,52
"Trump",2018-06-09,49,50
"Trump",2018-06-09,39,54
"Trump",2018-06-09,45,52
"Trump",2018-06-09,41.9,54.4
"Trump",2018-06-10,47,52
"Trump",2018-06-10,42.8,54.3
"Trump",2018-06-11,43.7,53.3
"Trump",2018-06-11,45,51
"Trump",2018-06-11,49,49
"Trump",2018-06-12,44.8,52.5
"Trump",2018-06-12,49,49
"Trump",2018-06-13,44,51
"Trump",2018-06-13,45.2,52.4
"Trump",2018-06-13,47,51
"Trump",2018-06-12,45,46
"Trump",2018-06-14,45.3,52.2
"Trump",2018-06-14,41,54
"Trump",2018-06-15,48,50
"Trump",2018-06-15,44.5,52.5
"Trump",2018-06-16,48,50
"Trump",2018-06-16,44,52.7
"Trump",2018-06-16,43,52
"Trump",2018-06-16,43,51
"Trump",2018-06-16,41,54
"Trump",2018-06-15,43.1,50.8
"Trump",2018-06-17,46,53
"Trump",2018-06-17,44.2,52.8
"Trump",2018-06-17,49,48
"Trump",2018-06-17,45,54
"Trump",2018-06-18,48,50
"Trump",2018-06-18,43.7,53.2
"Trump",2018-06-18,44,50
"Trump",2018-06-19,42.3,54.8
"Trump",2018-06-19,46,52
"Trump",2018-06-20,44,53.3
"Trump",2018-06-20,46,52
"Trump",2018-06-20,44,51
"Trump",2018-06-21,43.9,53.2
"Trump",2018-06-22,43.1,52.2
"Trump",2018-06-22,46,52
"Trump",2018-06-23,46,52
"Trump",2018-06-23,43,54
"Trump",2018-06-23,43.8,51.7
"Trump",2018-06-24,44.5,50.7
"Trump",2018-06-24,46,53
"Trump",2018-06-24,47,53
"Trump",2018-06-25,43.9,51.8
"Trump",2018-06-25,45,54
"Trump",2018-06-25,43,52
"Trump",2018-06-26,46,53
"Trump",2018-06-26,42.3,53.9
"Trump",2018-06-26,45,52
"Trump",2018-06-27,42.7,54.3
"Trump",2018-06-27,47,52
"Trump",2018-06-28,42.3,54.7
"Trump",2018-06-27,45,53
"Trump",2018-06-29,44,52
"Trump",2018-06-29,40,55
"Trump",2018-06-29,48,51
"Trump",2018-06-28,43,54
"Trump",2018-06-29,42.1,55
"Trump",2018-06-29,41,54
"Trump",2018-06-30,48,51
"Trump",2018-06-30,42.7,54.1
"Trump",2018-07-01,45,51
"Trump",2018-07-01,44.1,52.7
"Trump",2018-07-01,48,51
"Trump",2018-07-02,44.3,53.1
"Trump",2018-07-01,45,53
"Trump",2018-07-02,45,51
"Trump",2018-07-03,43.5,53.8
"Trump",2018-07-02,44,54
"Trump",2018-07-04,44.4,53
"Trump",2018-07-04,47,52
"Trump",2018-07-04,46,52
"Trump",2018-07-05,42.9,55.2
"Trump",2018-07-06,40.8,57.2
"Trump",2018-07-06,47,52
"Trump",2018-07-05,46,51
"Trump",2018-07-07,40.7,57
"Trump",2018-07-07,43,56
"Trump",2018-07-07,47,51
"Trump",2018-07-06,43.2,50.3
"Trump",2018-07-08,46,53
"Trump",2018-07-08,44,54
"Trump",2018-07-08,40,56
"Trump",2018-07-08,41,56.6
"Trump",2018-07-08,46,50
"Trump",2018-07-09,43,52
"Trump",2018-07-09,47,51
"Trump",2018-07-08,46,51
"Trump",2018-07-09,40,57.1
"Trump",2018-07-10,46,51
"Trump",2018-07-10,46,52
"Trump",2018-07-10,40,56.3
"Trump",2018-07-09,44,54
"Trump",2018-07-11,41.5,55
"Trump",2018-07-10,44,54
"Trump",2018-07-11,46,53
"Trump",2018-07-11,44,53
"Trump",2018-07-12,40,56.2
"Trump",2018-07-13,45,54
"Trump",2018-07-12,48,51
"Trump",2018-07-13,40.3,55.9
"Trump",2018-07-13,46,52
"Trump",2018-07-14,41.7,54.8
"Trump",2018-07-13,44,52
"Trump",2018-07-14,46,53
"Trump",2018-07-14,45,52
"Trump",2018-07-15,45,54
"Trump",2018-07-15,42.4,54
"Trump",2018-07-16,43.2,53.3
"Trump",2018-07-16,44,52
"Trump",2018-07-15,44,53
"Trump",2018-07-16,44,54
"Trump",2018-07-16,46,53
"Trump",2018-07-17,45,54
"Trump",2018-07-17,44.2,52.3
"Trump",2018-07-17,44,53
"Trump",2018-07-17,45,52
"Trump",2018-07-18,42,55
"Trump",2018-07-18,43.6,52.9
"Trump",2018-07-18,44,55
"Trump",2018-07-18,43,52
"Trump",2018-07-19,37,58
"Trump",2018-07-19,43.8,53
"Trump",2018-07-18,43,55
"Trump",2018-07-20,44.2,52.8
"Trump",2018-07-19,44,53
"Trump",2018-07-20,46,53
"Trump",2018-07-20,38,58
"Trump",2018-07-21,41,51
"Trump",2018-07-21,46,53
"Trump",2018-07-20,42,55
"Trump",2018-07-21,42.7,53.9
"Trump",2018-07-21,45,51
"Trump",2018-07-21,45,52
"Trump",2018-07-22,43.6,53.3
"Trump",2018-07-22,44,55
"Trump",2018-07-21,48,52
"Trump",2018-07-23,46,52
"Trump",2018-07-23,44.2,52.4
"Trump",2018-07-23,43,54
"Trump",2018-07-23,40,56
"Trump",2018-07-22,44,53
"Trump",2018-07-24,46,53
"Trump",2018-07-23,45,52
"Trump",2018-07-24,44.6,51.9
"Trump",2018-07-24,45,55
"Trump",2018-07-24,45,51
"Trump",2018-07-25,46,52
"Trump",2018-07-25,45.5,51.2
"Trump",2018-07-26,45,55
"Trump",2018-07-25,46,52
"Trump",2018-07-26,45.2,51.4
"Trump",2018-07-26,46,51
"Trump",2018-07-27,47,51
"Trump",2018-07-27,44.7,52
"Trump",2018-07-28,44.4,52.7
"Trump",2018-07-28,48,50
"Trump",2018-07-27,44,53
"Trump",2018-07-28,43,52
"Trump",2018-07-29,43.7,53.5
"Trump",2018-07-29,46,54
"Trump",2018-07-28,45,52
"Trump",2018-07-30,43,53
"Trump",2018-07-30,43.2,53.9
"Trump",2018-07-30,48,50
"Trump",2018-07-29,45,53
"Trump",2018-07-31,50,49
"Trump",2018-07-31,42.2,55
"Trump",2018-08-01,48,50
"Trump",2018-07-31,45,53
"Trump",2018-08-01,42.8,54.5
"Trump",2018-07-31,44,53
"Trump",2018-08-02,46,53
"Trump",2018-08-01,47,51
"Trump",2018-08-02,42.9,53.9
"Trump",2018-08-03,43.9,52.9
"Trump",2018-08-02,45,53
"Trump",2018-08-03,47,51
"Trump",2018-08-04,43,54
"Trump",2018-08-04,47,51
"Trump",2018-08-03,51,49
"Trump",2018-08-04,39,57
"Trump",2018-08-04,44,53.3
"Trump",2018-08-04,43,52
"Trump",2018-08-04,43,53
"Trump",2018-08-05,45,54
"Trump",2018-08-05,44.8,52.4
"Trump",2018-08-05,45,52
"Trump",2018-08-06,44.4,52.7
"Trump",2018-08-06,44,51
"Trump",2018-08-06,47,51
"Trump",2018-08-07,46,51
"Trump",2018-08-07,47,51
"Trump",2018-08-06,47,53
"Trump",2018-08-07,44.1,53.2
"Trump",2018-08-08,42.1,55
"Trump",2018-08-08,42,53
"Trump",2018-08-08,46,52
"Trump",2018-08-07,45,53
"Trump",2018-08-09,44,54
"Trump",2018-08-09,46,52
"Trump",2018-08-10,44,52
"Trump",2018-08-10,48,50
"Trump",2018-08-11,41,54
"Trump",2018-08-11,50,49
"Trump",2018-08-11,44.4,52.3
"Trump",2018-08-11,43,52
"Trump",2018-08-11,44,53
"Trump",2018-08-12,45,53
"Trump",2018-08-12,49.5,49.1
"Trump",2018-08-12,47,52
"Trump",2018-08-13,49.5,49
"Trump",2018-08-13,44.5,52.5
"Trump",2018-08-13,49,49
"Trump",2018-08-14,45,52
"Trump",2018-08-14,49,50
"Trump",2018-08-14,48,50.4
"Trump",2018-08-15,43,54
"Trump",2018-08-15,47.8,50.5
"Trump",2018-08-15,48,51
"Trump",2018-08-15,42,54
"Trump",2018-08-16,47.5,50.8
"Trump",2018-08-16,44,54
"Trump",2018-08-17,48.2,50.2
"Trump",2018-08-17,43,51
"Trump",2018-08-17,42,55
"Trump",2018-08-17,48,52
"Trump",2018-08-16,44,52
"Trump",2018-08-18,46.9,51.2
"Trump",2018-08-18,44,54
"Trump",2018-08-18,46,53
"Trump",2018-08-18,43,54
"Trump",2018-08-19,35,60
"Trump",2018-08-19,44,55
"Trump",2018-08-19,47.9,50
"Trump",2018-08-20,44,52
"Trump",2018-08-20,46,51
"Trump",2018-08-20,45,53
"Trump",2018-08-20,46,52
"Trump",2018-08-20,47.1,50.6
"Trump",2018-08-19,44,53
"Trump",2018-08-20,48,52
"Trump",2018-08-21,47.9,49.8
"Trump",2018-08-21,46,52
"Trump",2018-08-20,45,52
"Trump",2018-08-21,47,53
"Trump",2018-08-22,46,53
"Trump",2018-08-22,48,50
"Trump",2018-08-21,43,55
"Trump",2018-08-22,46,54
"Trump",2018-08-23,40.2,56.8
"Trump",2018-08-22,44,53
"Trump",2018-08-23,45,54
"Trump",2018-08-23,41,55
"Trump",2018-08-24,44,52
"Trump",2018-08-24,46,54
"Trump",2018-08-23,45,52
"Trump",2018-08-24,40.4,56.5
"Trump",2018-08-25,46,53
"Trump",2018-08-25,39.5,57.2
"Trump",2018-08-24,44,54
"Trump",2018-08-24,48,50
"Trump",2018-08-25,39.8,55.8
"Trump",2018-08-26,45,55
"Trump",2018-08-26,43,54
"Trump",2018-08-26,40.6,56.5
"Trump",2018-08-27,41.9,54.5
"Trump",2018-08-27,47,53
"Trump",2018-08-27,43,52
"Trump",2018-08-27,46,53
"Trump",2018-08-27,41,56
"Trump",2018-08-28,38,60
"Trump",2018-08-28,48,51
"Trump",2018-08-28,46,52
"Trump",2018-08-28,48,52
"Trump",2018-08-28,42.9,53.4
"Trump",2018-08-29,44,53
"Trump",2018-08-29,42.4,54.1
"Trump",2018-08-29,47,52
"Trump",2018-08-29,48,50
"Trump",2018-08-28,46,54
"Trump",2018-08-29,44,54
"Trump",2018-08-30,41.7,54.5
"Trump",2018-08-30,46,51
"Trump",2018-08-30,37.7,53.3
"Trump",2018-08-30,45,52
"Trump",2018-08-31,43,50
"Trump",2018-08-31,47,51
"Trump",2018-08-31,41.5,54.9
"Trump",2018-09-01,45,53
"Trump",2018-09-01,44,56
"Trump",2018-08-31,43,55
"Trump",2018-08-31,47,53
"Trump",2018-09-01,44,55
"Trump",2018-09-02,43.9,54.5
"Trump",2018-09-02,45,54
"Trump",2018-09-01,44,54
"Trump",2018-09-02,43,54
"Trump",2018-09-03,44,54
"Trump",2018-09-03,43,54
"Trump",2018-09-03,44.3,54.5
"Trump",2018-09-03,45,50
"Trump",2018-09-04,46,53
"Trump",2018-09-04,43.4,55.4
"Trump",2018-09-05,48,52
"Trump",2018-09-05,43.2,55.7
"Trump",2018-09-04,42,54
"Trump",2018-09-06,42,56
"Trump",2018-09-05,44,53
"Trump",2018-09-06,42.8,56.1
"Trump",2018-09-06,47,53
"Trump",2018-09-07,48,51
"Trump",2018-09-07,43,55.7
"Trump",2018-09-07,39,59
"Trump",2018-09-06,43,55
"Trump",2018-09-07,38,54
"Trump",2018-09-07,39,57
"Trump",2018-09-08,42.8,55.9
"Trump",2018-09-08,41,56
"Trump",2018-09-08,38,54
"Trump",2018-09-08,37,57
"Trump",2018-09-08,47,51
"Trump",2018-09-08,44,53
"Trump",2018-09-08,44,54
"Trump",2018-09-09,43.3,55.9
"Trump",2018-09-09,44,55
"Trump",2018-09-09,42,56
"Trump",2018-09-10,45,53
"Trump",2018-09-10,44,52
"Trump",2018-09-10,44.3,54.7
"Trump",2018-09-10,42,54
"Trump",2018-09-11,44.5,54.6
"Trump",2018-09-11,46,52
"Trump",2018-09-11,44,52
"Trump",2018-09-11,47,53
"Trump",2018-09-12,45.2,53.8
"Trump",2018-09-12,47,51
"Trump",2018-09-12,44,55
"Trump",2018-09-13,46.8,52.4
"Trump",2018-09-12,43,53
"Trump",2018-09-14,42,56
"Trump",2018-09-14,47.6,51.7
"Trump",2018-09-14,49,50
